,Title,Anime Rank,Adaptation Type,Episodes,Aired,Anime Votes,Anime Score,Manga Rank,Type,Volumes,Published,Manga Votes,Manga Score
741,Monster,25,TV,74,Apr 2004 - Sep 2005,1021020,8.87,5,Manga,18,Dec 1994 - Dec 2001,226020,9.15
743,Scrapped Princess,2175,TV,24,Apr 2003 - Oct 2003,93525,7.38,14967,Manga,3,2002 - 2004,1356,6.49
744,Ojamajo Doremi,2526,TV,51,Feb 1999 - Jan 2000,52697,7.3,13173,Manga,3,Feb 1999 - Oct 2000,638,6.65
745,Dorohedoro,532,TV,12,Jan 2020 - Mar 2020,510652,8.05,55,Manga,23,Nov 2000 - Sep 2018,160787,8.68
746,Choujuu Densetsu Gestalt,8583,OVA,2,Jan 1997 - Feb 1997,4186,6.06,14142,Manga,8,1992 - 2001,996,6.57
747,Bakemono no Ko,291,Movie,1,Jul 2015 - Jul 2015,409555,8.25,2697,Manga,4,Apr 2015 - Nov 2016,2908,7.52
750,Kanojo ga Flag wo Oraretara,7096,TV,13,Apr 2014 - Jun 2014,191048,6.37,8212,Manga,10,Nov 2011 - Feb 2015,4431,7.02
751,Area no Kishi,3197,TV,37,Jan 2012 - Sep 2012,73347,7.17,2961,Manga,57,Apr 2006 - Mar 2017,9159,7.48
752,So Ra No Wo To,1590,TV,12,Jan 2010 - Mar 2010,158303,7.54,11288,Manga,2,Nov 2009 - Jun 2011,1279,6.8
753,Pandora Hearts,1234,TV,25,Apr 2009 - Sep 2009,422258,7.66,99,Manga,24,May 2006 - Mar 2015,166912,8.57
754,NieA Under 7,4558,TV,13,Apr 2000 - Jul 2000,36274,6.87,10587,Manga,2,Sep 1999 - Dec 2000,1557,6.85
755,Super Cub,1954,TV,12,Apr 2021 - Jun 2021,107240,7.43,3485,Manga,?,Dec 2017 -,2003,7.41
756,Chrno Crusade,1325,TV,24,Nov 2003 - Jun 2004,222188,7.62,526,Manga,8,Dec 1998 - May 2004,27537,8.12
758,Hayate no Gotoku!,1659,TV,52,Apr 2007 - Mar 2008,221671,7.52,1066,Manga,52,Oct 2004 - Apr 2017,31060,7.86
759,Satsuriku no Tenshi,4187,TV,16,Jul 2018 - Oct 2018,637496,6.96,1914,Manga,12,Oct 2015 - Sep 2020,17595,7.65
760,Oneechan ga Kita,7261,TV,12,Jan 2014 - Mar 2014,116287,6.33,11953,Manga,15,Oct 2010 - Jun 2020,2421,6.75
761,Shin Angyo Onshi,4704,Movie,1,Dec 2004 - Dec 2004,18357,6.84,273,Manga,17,Mar 2001 - Aug 2007,33670,8.32
762,Rikujou Bouei-tai Mao-chan,7504,TV,26,Jul 2002 - Dec 2002,5238,6.29,12349,Manga,4,Jul 2002 - Aug 2004,789,6.72
763,Megami-ryou no Ryoubo-kun.,6257,TV,10,Jul 2021 - Sep 2021,182212,6.52,12570,Manga,9,Dec 2017 - Jun 2022,7570,6.7
764,Bannou Bunka Neko-Musume,5144,OVA,6,Oct 1992 - May 1994,11984,6.74,15811,Manga,1,1990 - 1991,557,6.39
765,Metropolis,1668,Movie,1,May 2001 - May 2001,102077,7.52,12967,Manga,1,Sep 1949 - Sep 1949,3028,6.67
766,Ueno-san wa Bukiyou,6040,TV,12,Jan 2019 - Mar 2019,115240,6.56,10194,Manga,10,Feb 2015 - Mar 2022,5933,6.88
767,Kumichou Musume to Sewagakari,986,TV,12,Jul 2022 - Sep 2022,194281,7.77,1830,Manga,?,Jun 2018 -,6974,7.66
768,Sukeban Deka,6981,OVA,2,Apr 1991 - Jul 1991,6685,6.39,5002,Manga,22,Dec 1975 - Nov 1982,1391,7.27
769,Break Blade,2790,TV,12,Apr 2014 - Jun 2014,92939,7.25,1530,Manga,20,Sep 2006 - Oct 2022,18927,7.73
771,Tondemo Skill de Isekai Hourou Meshi,1169,TV,12,Jan 2023 - Mar 2023,170245,7.69,2635,Manga,?,Mar 2017 -,21480,7.52
772,Mouryou Senki Madara,8951,OVA,2,Mar 1991 - Dec 1991,2346,5.98,15481,Manga,5,1987 - 1997,724,6.43
773,Chitose Get You!!,7898,TV,26,Jul 2012 - Dec 2012,20482,6.2,13271,Manga,10,Aug 2002 - Jun 2014,772,6.65
774,Sayonara Zetsubou Sensei,807,TV,12,Jul 2007 - Sep 2007,336375,7.86,480,Manga,30,Apr 2005 - Jun 2012,29345,8.15
776,Peach Boy Riverside,7656,TV,12,Jul 2021 - Sep 2021,173993,6.25,8159,Manga,?,Aug 2015 -,5260,7.02
777,Tokyo Underground,5888,TV,26,Apr 2002 - Sep 2002,28923,6.59,12173,Manga,14,Dec 1997 - Feb 2005,787,6.73
778,Rurouni Kenshin: Meiji Kenkaku Romantan,259,TV,94,Jan 1996 - Sep 1998,479213,8.29,101,Manga,28,Apr 1994 - Sep 1999,93904,8.56
779,Hitsugi no Chaika,2956,TV,12,Apr 2014 - Jun 2014,371340,7.22,6493,Manga,5,Oct 2011 - Dec 2014,6851,7.14
781,Heavy Object,2801,TV,24,Oct 2015 - Mar 2016,150917,7.25,10095,Manga,1,Dec 2009 - Feb 2011,2347,6.89
783,Taboo Tattoo,9956,TV,12,Jul 2016 - Sep 2016,279347,5.74,13203,Manga,13,Nov 2009 - Jun 2017,10531,6.65
784,Outlanders,9594,OVA,1,Dec 1986 - Dec 1986,8160,5.84,3145,Manga,8,1985 - 1987,2101,7.46
785,Sakigake!! Cromartie Koukou,725,TV,26,Oct 2003 - Mar 2004,134816,7.9,527,Manga,17,Jul 2000 - May 2006,13114,8.12
786,Ore no Imouto ga Konnani Kawaii Wake ga Nai,4179,TV,12,Oct 2010 - Dec 2010,670329,6.96,8278,Manga,4,Jan 2009 - Apr 2011,12749,7.02
788,What's Michael?,10488,OVA,1,Nov 1985 - Nov 1985,1319,5.6,2954,Manga,9,1984 - 2002,1619,7.48
789,Bus Gamer,6475,TV,3,Mar 2008 - Mar 2008,27463,6.49,6631,Manga,1,Mar 2006 - Apr 2009,2239,7.13
790,Bus Gamer,6475,TV,3,Mar 2008 - Mar 2008,27463,6.49,4583,Manga,1,1999 - Nov 2001,2246,7.3
791,Yami no Matsuei,3885,TV,13,Oct 2000 - Dec 2000,54394,7.03,1527,Manga,13,Mar 1994 - Jan 2015,7534,7.73
792,Xi Xing Ji,6120,ONA,16,Jul 2018 - Oct 2018,2075,6.55,3739,Manhua,?,Jun 2015 -,2197,7.39
793,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,502,Special,1,Sep 2005 - Sep 2005,39578,8.07,7264,Manga,4,Dec 2013 - Sep 2016,822,7.09
794,Fractale,4336,TV,11,Jan 2011 - Apr 2011,81953,6.92,10498,Manga,3,Sep 2010 - Nov 2011,1369,6.86
795,Hitsuji no Uta,8135,OVA,4,May 2003 - Feb 2004,17381,6.15,6316,Manga,7,Nov 1995 - Sep 2002,9214,7.16
796,Mad★Bull 34,7431,OVA,4,Dec 1990 - Aug 1992,11163,6.3,7218,Manga,27,Jul 1985 - Jan 1991,1399,7.09
797,Little Witch Academia,923,Movie,1,Mar 2013 - Mar 2013,305627,7.8,10297,Manga,1,Aug 2013 - Nov 2015,3688,6.87
798,Little Witch Academia,923,Movie,1,Mar 2013 - Mar 2013,305627,7.8,3975,Manga,3,Dec 2016 - Aug 2018,6254,7.36
799,Tonikaku Kawaii,760,TV,12,Oct 2020 - Dec 2020,695331,7.89,406,Manga,?,Feb 2018 -,79937,8.2
800,Rifle Is Beautiful,8017,TV,12,Oct 2019 - Jan 2020,37264,6.18,14328,Manga,6,Apr 2015 - Jul 2020,740,6.55
802,Guin Saga,3261,TV,26,Apr 2009 - Sep 2009,43019,7.16,6198,Manga,6,Jan 2007 - Jun 2010,1666,7.17
803,Magikano,7349,TV,13,Jan 2006 - Apr 2006,34328,6.31,11505,Manga,10,Feb 2003 - Feb 2008,1867,6.78
804,Phi Brain: Kami no Puzzle,3229,TV,25,Oct 2011 - Apr 2012,106915,7.17,15968,Manga,2,Nov 2011 - Sep 2012,802,6.37
805,Naruto,603,TV,220,Oct 2002 - Feb 2007,2727570,7.99,14976,One-shot,?,Aug 1997 - Aug 1997,16298,6.49
806,Naruto,603,TV,220,Oct 2002 - Feb 2007,2727570,7.99,605,Manga,72,Sep 1999 - Nov 2014,401030,8.07
807,Zombieland Saga,1695,TV,12,Oct 2018 - Dec 2018,472597,7.51,11155,Manga,?,Oct 2018 -,1555,6.81
808,Aoharu x Kikanjuu,3331,TV,12,Jul 2015 - Sep 2015,215886,7.15,4698,One-shot,?,Jul 2011 - Jul 2011,2721,7.29
809,Aoharu x Kikanjuu,3331,TV,12,Jul 2015 - Sep 2015,215886,7.15,695,Manga,18,Jun 2012 - Aug 2019,15547,8.02
810,Suki tte Ii na yo.,2074,TV,13,Oct 2012 - Dec 2012,633896,7.41,1164,Manga,18,Feb 2008 - Jul 2017,77511,7.83
811,Touch,585,TV,101,Mar 1985 - Mar 1987,34612,8.0,254,Manga,26,Aug 1981 - Nov 1986,12460,8.34
812,Hero Mask,7489,ONA,15,Dec 2018 - Dec 2018,31620,6.29,13018,Manga,5,May 2012 - Oct 2014,1186,6.67
813,Futatsu no Spica,2207,TV,20,Nov 2003 - Mar 2004,10328,7.37,501,Manga,16,Sep 2001 - Aug 2009,5922,8.14
814,Getter Robo Go,7709,TV,50,Feb 1991 - Jan 1992,2462,6.24,550,Manga,7,Feb 1991 - Jan 1992,3171,8.11
815,Gun Frontier,6339,TV,13,Mar 2002 - Jun 2002,10410,6.51,14845,Manga,3,1972 - 1975,794,6.51
816,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",4999,TV,12,Oct 2019 - Dec 2019,178231,6.77,13287,Manga,?,Aug 2016 -,4843,6.65
818,Yuukoku no Moriarty,389,TV,11,Oct 2020 - Dec 2020,391401,8.16,161,Manga,?,Aug 2016 -,31969,8.46
819,Angelique,7565,OVA,3,Mar 2004 - Mar 2005,6201,6.27,8657,Manga,11,Nov 1995 - Mar 2003,751,6.99
821,Tokyo Ravens,1960,TV,24,Oct 2013 - Mar 2014,474567,7.43,3115,Manga,15,Apr 2010 - Jul 2017,8149,7.46
822,Hiyokoi,2641,Special,1,Jul 2010 - Jul 2010,93912,7.28,1809,Manga,14,Nov 2009 - Nov 2014,55107,7.67
823,One Outs,217,TV,25,Oct 2008 - Apr 2009,229859,8.33,102,Manga,20,Nov 1998 - Aug 2006,32087,8.56
824,Tenkuu no Escaflowne,1201,TV,26,Apr 1996 - Sep 1996,151199,7.67,16704,Manga,8,Dec 1994 - Jan 1998,2329,6.22
825,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",8467,Movie,1,Aug 2017 - Aug 2017,204888,6.09,13084,Manga,2,Jun 2017 - Feb 2018,2445,6.66
826,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",8467,Movie,1,Aug 2017 - Aug 2017,204888,6.09,10285,Novel,1,Jun 2017 - Jun 2017,656,6.87
827,Gyakusatsu Kikan,3485,Movie,1,Feb 2017 - Feb 2017,45812,7.12,14219,Manga,3,Apr 2015 - Sep 2017,1248,6.56
828,Ansatsu Kyoushitsu,470,TV,22,Jan 2015 - Jun 2015,1922583,8.09,347,Manga,21,Jul 2012 - Apr 2016,150197,8.26
829,Mahouka Koukou no Rettousei: Tsuioku-hen,1152,Special,1,Dec 2021 - Dec 2021,76654,7.7,1107,Manga,3,Feb 2014 - Jul 2015,7764,7.84
830,Cinderella Boy,7546,TV,13,Jun 2003 - Sep 2003,7453,6.28,13169,Manga,1,May 1994 - May 1996,906,6.65
831,Cinderella Boy,7546,TV,13,Jun 2003 - Sep 2003,7453,6.28,14529,Manga,1,Mar 1996 - Mar 1996,865,6.53
832,Cinderella Boy,7546,TV,13,Jun 2003 - Sep 2003,7453,6.28,17628,One-shot,?,1980 - 1980,545,5.72
833,Triage X,7286,TV,10,Apr 2015 - Jun 2015,159029,6.32,6642,Manga,?,Apr 2009 -,11840,7.13
834,Kamisama Kazoku,3568,TV,13,May 2006 - Aug 2006,47472,7.1,8929,Manga,5,Dec 2005 - May 2008,1292,6.97
835,Juu Ou Sei,3043,TV,11,Apr 2006 - Jun 2006,71738,7.2,3431,Manga,5,1993 - 2003,1540,7.42
836,Asura,4028,Movie,1,Sep 2012 - Sep 2012,32304,7.0,8181,Manga,4,Nov 2008 - Feb 2011,1421,7.02
837,Psycho-Pass 2,2110,TV,11,Oct 2014 - Dec 2014,634089,7.4,3832,Manga,5,Nov 2014 - Feb 2017,3285,7.38
839,Blend S,2711,TV,12,Oct 2017 - Dec 2017,638251,7.27,5687,Manga,8,Aug 2013 - Apr 2022,7883,7.21
840,Hamster Club,7417,TV,140,Oct 2000 - Mar 2001,1019,6.3,8715,Manga,6,1996 -,276,6.99
841,Kawaii dake ja Nai Shikimori-san,4342,TV,12,Apr 2022 - Jul 2022,480308,6.92,2384,Manga,20,Feb 2019 - Feb 2023,61025,7.57
842,Canaan,2938,TV,13,Jul 2009 - Sep 2009,224450,7.22,5344,Manga,3,Jun 2009 - Jan 2011,2114,7.24
843,Flying Witch,1704,TV,12,Apr 2016 - Jun 2016,259856,7.51,1032,Manga,?,Aug 2012 -,16825,7.87
844,Dekiru Neko wa Kyou mo Yuuutsu,1920,TV,13,Jul 2023 -,24012,7.44,2710,Manga,?,Aug 2018 -,1497,7.52
845,Inu x Boku SS,2162,TV,12,Jan 2012 - Mar 2012,492526,7.38,1073,Manga,11,Apr 2009 - Feb 2014,34972,7.86
846,Jahy-sama wa Kujikenai!,3780,TV,20,Aug 2021 - Dec 2021,235270,7.05,3199,Manga,?,Aug 2017 -,38937,7.45
847,Aiura,5596,TV,12,Apr 2013 - Jun 2013,85967,6.65,7480,Manga,7,Mar 2011 - Apr 2014,3551,7.07
848,GS Mikami: Gokuraku Daisakusen!!,5907,Movie,1,Aug 1994 - Aug 1994,3312,6.59,1571,Manga,39,Apr 1991 - Sep 1999,3363,7.72
849,Guilty Crown,2032,TV,22,Oct 2011 - Mar 2012,1183546,7.42,3243,Manga,7,Oct 2011 - Nov 2013,6568,7.45
851,Absolute Duo,6755,TV,12,Jan 2015 - Mar 2015,539232,6.43,10246,Manga,4,Apr 2013 - Jul 2017,7982,6.88
853,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,12194,TV,10,Oct 2018 - Dec 2018,128684,4.87,16675,Manga,4,Dec 2017 - Sep 2019,1595,6.23
854,X,2087,TV,24,Oct 2001 - Mar 2002,80444,7.4,566,Manga,18,Mar 1992 - Mar 2003,23935,8.1
855,Kengan Ashura,1931,ONA,12,Jul 2019 - Jul 2019,146019,7.44,305,Manga,27,Apr 2012 - Aug 2018,53597,8.29
856,Urara Meirochou,3468,TV,12,Jan 2017 - Mar 2017,128356,7.12,1105,Manga,7,Apr 2014 - Jun 2019,4610,7.85
857,Devilman,6477,TV,39,Jul 1972 - Apr 1973,30788,6.49,664,Manga,5,Jun 1972 - Jun 1973,50847,8.04
858,Denpa Kyoushi,4535,TV,24,Apr 2015 - Sep 2015,152313,6.87,1852,Manga,26,Nov 2011 - Mar 2017,31333,7.66
859,Master Keaton,1414,TV,24,Oct 1998 - Mar 1999,26101,7.59,1486,Manga,18,Nov 1988 - Aug 1994,7792,7.74
860,Miyuki,5627,TV,37,Mar 1983 - Apr 1984,4115,6.65,4743,Manga,12,1980 - 1984,2525,7.29
861,Soul Eater NOT!,9428,TV,12,Apr 2014 - Jul 2014,202875,5.88,13704,Manga,5,Jan 2011 - Nov 2014,22772,6.61
862,Kidou Keisatsu Patlabor,2747,OVA,7,Apr 1988 - Jun 1989,34646,7.26,1483,Manga,22,Mar 1988 - May 1994,2237,7.74
863,Strike the Blood,3852,TV,24,Oct 2013 - Mar 2014,624560,7.04,5278,Manga,10,Jun 2012 - Dec 2016,7047,7.24
865,Megami no Café Terrace,2522,TV,12,Apr 2023 - Jun 2023,79662,7.3,2092,Manga,?,Feb 2021 -,13263,7.61
866,Young Black Jack,2930,TV,12,Oct 2015 - Dec 2015,82267,7.22,6049,Manga,16,Nov 2011 - Jun 2019,1815,7.18
867,Overman King Gainer,4080,TV,26,Sep 2002 - Mar 2003,12979,6.99,3713,Manga,7,May 2002 - Mar 2008,535,7.39
868,Cardcaptor Sakura,397,TV,70,Apr 1998 - Mar 2000,421793,8.16,224,Manga,12,May 1996 - Jul 2000,61106,8.38
869,Air,2627,TV,12,Jan 2005 - Mar 2005,292916,7.28,7736,Manga,2,Aug 2004 - Feb 2006,5520,7.05
870,K,1975,TV,13,Oct 2012 - Dec 2012,741574,7.43,6762,Manga,1,May 1988 - May 1988,803,7.12
871,Togainu no Chi,7737,TV,12,Oct 2010 - Dec 2010,86659,6.23,3309,Manga,10,Mar 2006 - Jul 2013,4514,7.44
872,Togainu no Chi,7737,TV,12,Oct 2010 - Dec 2010,86659,6.23,3357,Manga,1,2005 - 2008,2579,7.43
873,Date A Live,3253,TV,12,Apr 2013 - Jun 2013,993915,7.16,7360,Manga,1,Apr 2012 - Nov 2012,6303,7.08
875,Akkun to Kanojo,4724,TV,25,Apr 2018 - Sep 2018,172273,6.83,9703,Manga,8,Jun 2013 - Jun 2018,2989,6.91
876,3x3 Eyes,5296,OVA,4,Jul 1991 - Mar 1992,27402,6.71,2793,Manga,40,Nov 1987 - Aug 2002,8486,7.5
877,Kimi to Boku.,1228,TV,13,Oct 2011 - Dec 2011,180880,7.66,466,Manga,17,Sep 2004 - Mar 2022,10907,8.16
878,Gal to Kyouryuu,6701,TV,12,Apr 2020 - Dec 2020,31282,6.44,8116,Manga,7,Oct 2018 - Jan 2022,2450,7.03
879,Hinamatsuri,3909,OVA,1,1993 - 1993,1936,7.03,150,Manga,19,Jun 2010 - Jul 2020,51411,8.48
880,Denpa Onna to Seishun Otoko,3409,TV,12,Apr 2011 - Jul 2011,298797,7.13,6485,Manga,4,Aug 2010 - Jul 2013,2788,7.14
882,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,6720,TV,12,Oct 2012 - Dec 2012,295289,6.44,11352,Manga,7,Sep 2011 - May 2015,4236,6.8
884,Kud Wafter,4118,OVA,1,Nov 2020 - Nov 2020,19342,6.97,4693,Manga,6,Mar 2010 - Dec 2013,963,7.29
885,Sabage-bu!,2309,TV,12,Jul 2014 - Sep 2014,151744,7.35,6757,Manga,13,Dec 2010 - Dec 2016,1845,7.12
886,Fukigen na Mononokean,2030,TV,13,Jun 2016 - Sep 2016,126817,7.42,436,Manga,18,Sep 2013 - Apr 2021,12402,8.18
887,"Kanojo, Okarishimasu",3763,TV,12,Jul 2020 - Sep 2020,927292,7.06,15390,Manga,?,Jul 2017 -,124450,6.45
888,Isekai Shokudou,2148,TV,12,Jul 2017 - Sep 2017,239395,7.39,2326,Manga,4,Nov 2016 - Jun 2019,4138,7.57
890,Machine-Doll wa Kizutsukanai,3787,TV,12,Oct 2013 - Dec 2013,318597,7.05,2216,Manga,9,Apr 2010 - Jul 2017,15052,7.59
892,Uragiri wa Boku no Namae wo Shitteiru,2997,TV,24,Apr 2010 - Sep 2010,97849,7.21,964,Manga,13,Sep 2005 - Apr 2017,11776,7.9
893,Miira no Kaikata,1825,TV,12,Jan 2018 - Mar 2018,132060,7.47,3509,Manga,?,Nov 2014 -,3286,7.41
894,Hakumei to Mikochi,1189,TV,12,Jan 2018 - Mar 2018,62295,7.68,577,Manga,?,Apr 2011 -,7590,8.1
895,Lovely★Complex,558,TV,24,Apr 2007 - Sep 2007,566568,8.03,264,Manga,17,Aug 2001 - Aug 2007,60861,8.33
897,Hai to Gensou no Grimgar,1259,TV,12,Jan 2016 - Mar 2016,706243,7.65,5837,Manga,3,Apr 2015 - Jun 2016,7287,7.2
898,Jormungand,922,TV,12,Apr 2012 - Jun 2012,348490,7.8,1291,Manga,11,Apr 2006 - Jan 2012,13251,7.79
899,Sweet Spot,11692,OVA,1,Apr 1991 - Apr 1991,811,5.18,16658,One-shot,?,Oct 2013 - Oct 2013,350,6.23
900,Nijiiro Days,2686,TV,24,Jan 2016 - Jun 2016,226667,7.27,784,Manga,16,Dec 2011 - May 2018,39071,7.97
901,Watashi ni Tenshi ga Maiorita!,2615,TV,12,Jan 2019 - Mar 2019,194758,7.29,3007,Manga,?,Nov 2016 -,5376,7.47
902,Koori Zokusei Danshi to Cool na Douryou Joshi,2374,TV,12,Jan 2023 - Mar 2023,168463,7.33,1819,Manga,?,Jul 2019 -,22226,7.67
904,Papa no Iukoto wo Kikinasai!,2763,TV,12,Jan 2012 - Mar 2012,190387,7.26,3524,Manga,3,Aug 2011 - Oct 2012,6359,7.41
905,Iketeru Futari,6134,TV,16,Feb 1999 - Feb 1999,19072,6.55,8932,Manga,33,1997 - Apr 2010,1689,6.97
906,Pupipo!,4907,TV,15,Dec 2013 - Mar 2014,21025,6.79,7874,Manga,3,Apr 2007 - Aug 2009,1030,7.05
907,Ganbare! Memeko-chan,11672,OVA,1,Aug 2008 - Aug 2008,405,5.19,7793,Manga,4,Sep 2004 - Apr 2010,298,7.05
908,Seikimatsu Occult Gakuin,3847,TV,13,Jul 2010 - Sep 2010,101745,7.04,17177,Manga,1,2010 - 2011,1158,6.07
909,Katsute Kami Datta Kemono-tachi e,6885,TV,12,Jul 2019 - Sep 2019,128949,6.4,8532,Manga,15,Jun 2014 - Jun 2023,9441,7.0
910,Dimension W,3099,TV,12,Jan 2016 - Mar 2016,292569,7.19,2290,Manga,16,Sep 2011 - Jun 2019,14276,7.58
911,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,175,Movie,1,Feb 2018 - Feb 2018,405725,8.4,2716,Manga,3,Apr 2018 - Jul 2019,1698,7.51
912,Mob Psycho 100,130,TV,12,Jul 2016 - Sep 2016,1965517,8.49,82,Manga,16,Apr 2012 - Dec 2017,110211,8.61
913,Alice to Zouroku,3547,TV,12,Apr 2017 - Jun 2017,115582,7.1,9933,Manga,?,Oct 2012 -,1749,6.9
914,Sakura Trick,4186,TV,12,Jan 2014 - Mar 2014,255314,6.96,2213,Manga,8,Mar 2011 - Aug 2017,9790,7.6
915,Muramasa,8211,Movie,1,Aug 1987 - Aug 1987,5603,6.14,13751,Manga,5,Nov 2008 - 2009,872,6.61
917,Gakuen Babysitters,736,TV,12,Jan 2018 - Mar 2018,320614,7.9,299,Manga,?,Sep 2009 -,23540,8.3
918,Mahou Shoujo Ore,5643,TV,12,Apr 2018 - Jun 2018,81612,6.64,12395,Manga,2,Nov 2012 - Feb 2014,2483,6.72
919,Runway de Waratte,1472,TV,12,Jan 2020 - Mar 2020,124045,7.57,564,Manga,22,May 2017 - Jul 2021,15504,8.1
921,Osomatsu-san,671,TV,25,Oct 2015 - Mar 2016,168405,7.94,2632,Manga,?,Jan 2016 -,1714,7.52
922,Happy Happy Clover,7118,TV,13,Jul 2007 - Sep 2007,1780,6.36,5162,Manga,5,Jul 2005 - Oct 2008,1241,7.25
923,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",7122,TV,13,Apr 2023 - Jun 2023,213216,6.36,8335,Manga,?,Dec 2019 -,13923,7.01
926,Zetman,4713,TV,13,Apr 2012 - Jun 2012,133230,6.84,1996,Manga,20,Oct 2002 - Jul 2014,40022,7.63
927,Zetman,4713,TV,13,Apr 2012 - Jun 2012,133230,6.84,16255,Manga,1,Jul 1989 - Dec 1994,2818,6.32
928,Ore Monogatari!!,724,TV,24,Apr 2015 - Sep 2015,648658,7.9,558,Manga,13,Dec 2011 - Jul 2016,32446,8.1
929,Pan de Peace!,10371,TV,13,Apr 2016 - Jun 2016,31941,5.64,15378,Manga,5,Aug 2014 - Nov 2017,588,6.45
930,Swimming,11559,Movie,1,2008 - 2008,396,5.25,11708,Manga,1,Jan 2010 - Aug 2013,786,6.77
931,Karakuri Circus,3360,TV,36,Oct 2018 - Jun 2019,126072,7.14,832,Manga,43,Jul 1997 - May 2006,7608,7.95
932,Slayers Premium,3297,Movie,1,Dec 2001 - Dec 2001,19180,7.16,5993,Manga,1,Mar 2002 - Mar 2002,836,7.18
933,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,4832,TV,12,Jul 2022 - Sep 2022,246128,6.81,7067,Manga,?,Aug 2018 -,8250,7.1
934,Chibi☆Devi!,4650,TV,75,Oct 2011 - Feb 2014,19470,6.85,4566,Manga,11,May 2008 - Nov 2014,1533,7.31
935,Mitsuboshi Colors,2063,TV,12,Jan 2018 - Mar 2018,96999,7.41,2031,Manga,8,Jul 2014 - Jun 2020,5148,7.63
936,Amaama to Inazuma,1611,TV,12,Jul 2016 - Sep 2016,307275,7.53,511,Manga,12,Feb 2013 - Dec 2018,23728,8.13
938,Natsume Yuujinchou,239,TV,13,Jul 2008 - Sep 2008,521122,8.31,61,Manga,?,Jun 2003 -,42145,8.66
939,Harukana Receive,5615,TV,12,Jul 2018 - Sep 2018,107731,6.65,11368,Manga,10,Aug 2015 - Sep 2020,2882,6.8
941,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,233,TV,11,Apr 2011 - Jun 2011,1558188,8.31,452,Manga,3,Apr 2012 - Apr 2013,14790,8.17
942,Kaze no Tani no Nausicaä,203,Movie,1,Mar 1984 - Mar 1984,358241,8.36,31,Manga,7,Oct 1982 - Feb 1994,54824,8.82
943,Grancrest Senki,2952,TV,24,Jan 2018 - Jun 2018,297664,7.22,9983,Manga,7,Jun 2016 - Jun 2019,5264,6.9
945,Kimetsu no Yaiba,125,TV,26,Apr 2019 - Sep 2019,2827376,8.5,384,Manga,23,Feb 2016 - May 2020,410253,8.23
946,Happiness!,7117,TV,12,Oct 2006 - Dec 2006,35746,6.36,8933,Manga,2,2006 -,688,6.97
948,Hidan no Aria AA,7840,TV,12,Oct 2015 - Dec 2015,99641,6.21,2511,Manga,14,Nov 2010 - May 2018,1984,7.54
949,Tokyo Babylon,5430,OVA,2,Oct 1992 - Mar 1994,18893,6.69,726,Manga,7,1990 - 1993,19565,8.0
950,Elfen Lied,1795,TV,13,Jul 2004 - Oct 2004,1466526,7.48,1157,Manga,12,Jun 2002 - Aug 2005,94706,7.83
951,Queen's Blade: Rurou no Senshi,8240,TV,12,Apr 2009 - Jun 2009,96983,6.13,17200,Manga,3,2008 -,937,6.06
952,Hanasaku Iroha,712,TV,26,Apr 2011 - Sep 2011,324021,7.91,4865,Manga,5,Nov 2010 - Sep 2012,2818,7.28
953,Kamisama Hajimemashita,460,TV,13,Oct 2012 - Dec 2012,625434,8.1,116,Manga,25,Feb 2008 - May 2016,85615,8.54
954,Niehime to Kemono no Ou,2525,TV,24,Apr 2023 -,42264,7.3,843,Manga,15,Aug 2015 - Oct 2020,13989,7.94
955,Mama wa Shougaku 4 Nensei,1997,TV,51,Jan 1992 - Dec 1992,6521,7.42,5705,Manga,2,1993 - 1993,419,7.21
956,Eve no Jikan,574,ONA,6,Aug 2008 - Sep 2009,180471,8.01,4677,Manga,3,Feb 2010 - Mar 2012,2208,7.3
957,Bakuon!!,6486,TV,12,Apr 2016 - Jun 2016,61825,6.48,9502,Manga,?,Feb 2011 -,2388,6.93
958,Honoo no Toukyuuji: Dodge Danpei,2293,TV,47,Oct 1991 - Sep 1992,5171,7.35,2004,Manga,18,1989 - 1995,274,7.63
959,Vivy: Fluorite Eye's Song,168,TV,13,Apr 2021 - Jun 2021,499948,8.41,920,Manga,?,Apr 2021 -,2456,7.91
961,Level 1 dakedo Unique Skill de Saikyou desu,6729,TV,?,Jul 2023 -,30936,6.44,16678,Manga,?,May 2018 -,5271,6.23
962,Yakusoku no Neverland,122,TV,12,Jan 2019 - Mar 2019,1874103,8.51,443,Manga,20,Aug 2016 - Jun 2020,296907,8.17
